Task ID,Task Description,Skill Requirement,Task Deadline,Task Priority,Task Dependencies,Estimated Completion Time,Team Member ID,Team Member Skills,Team Member Workload
TASK-15768,Son like away those event more change.,Teaching,2025-01-19,Low,"['TASK-10884', 'TASK-06010', 'TASK-14270']",2,TM-067,"['C++', 'HTML', 'Marketing', 'Python']",14
TASK-15769,Sea law fine hour.,Graphic Design,2025-01-15,Medium,[],1,TM-228,"['DevOps', 'HTML', 'C++']",3
TASK-15770,Explain thank hand not word.,SQL,2025-01-06,High,[],7,TM-453,"['Graphic Design', 'Marketing']",4
TASK-15771,Senior free fast method marriage daughter long thousand.,Teaching,2025-01-07,High,['TASK-11115'],1,TM-050,"['Java', 'DevOps', 'Data Analysis', 'Python', 'CSS']",1
TASK-15772,Clear develop computer itself only toward.,Marketing,2025-01-22,Low,[],6,TM-201,"['C++', 'SEO', 'Java']",1
TASK-15773,Involve agency front care.,Teaching,2024-12-28,High,"['TASK-12264', 'TASK-08458', 'TASK-04123']",4,TM-161,"['DevOps', 'SQL', 'Event Planning', 'Data Analysis']",8
TASK-15774,Nor improve culture party north amount go theory.,DevOps,2025-01-10,High,"['TASK-03078', 'TASK-05874', 'TASK-08707']",6,TM-120,"['Teaching', 'SEO', 'Graphic Design']",19
TASK-15775,Poor color product four include whom deep yourself.,HTML,2025-01-12,Low,"['TASK-06123', 'TASK-02943', 'TASK-02193']",5,TM-305,"['Teaching', 'Python', 'DevOps']",9
TASK-15776,Over peace amount Republican answer social.,Graphic Design,2024-12-27,Medium,"['TASK-11490', 'TASK-15464', 'TASK-02608']",5,TM-059,"['Customer Support', 'Design']",6
TASK-15777,Spring how size no.,C++,2025-01-19,Low,['TASK-14165'],2,TM-203,"['Editing', 'SQL']",14
TASK-15778,Impact month young.,HTML,2025-01-18,Medium,['TASK-05662'],5,TM-057,"['Customer Support', 'Editing']",11
TASK-15779,Others perform chance live attention evening.,DevOps,2025-01-15,High,"['TASK-03921', 'TASK-15660', 'TASK-13381']",7,TM-032,"['CSS', 'SEO', 'Design', 'Editing']",1
TASK-15780,Box see hour listen close teacher point.,Editing,2025-01-22,High,"['TASK-10916', 'TASK-07055', 'TASK-03417']",1,TM-155,"['CSS', 'Editing', 'Teaching', 'Java']",9
TASK-15781,Note another seek last realize.,Data Analysis,2025-01-07,High,"['TASK-08632', 'TASK-13013', 'TASK-05084']",8,TM-312,"['Design', 'Event Planning', 'SQL', 'Customer Support']",4
TASK-15782,Eat foot investment financial arm business laugh include.,DevOps,2024-12-31,Low,"['TASK-06069', 'TASK-03943', 'TASK-00023']",7,TM-274,"['Java', 'SEO', 'Finance', 'Python']",1
TASK-15783,Determine low stage.,Java,2025-01-21,Medium,['TASK-11816'],8,TM-396,"['Finance', 'SEO', 'Editing', 'Data Analysis']",20
TASK-15784,Care key story other rate magazine process.,Teaching,2024-12-31,Low,[],2,TM-387,"['HTML', 'SQL', 'Java', 'CSS']",13
TASK-15785,Chance write their these week doctor.,C++,2025-01-19,High,['TASK-00576'],6,TM-342,"['Marketing', 'Data Analysis', 'Finance', 'Design', 'Java']",16
TASK-15786,Enter yes none leader final until.,Event Planning,2024-12-28,Low,[],4,TM-139,"['Graphic Design', 'Marketing', 'CSS', 'Finance']",12
TASK-15787,That staff real somebody.,Graphic Design,2025-01-19,High,"['TASK-00315', 'TASK-08146', 'TASK-14062']",3,TM-434,"['Teaching', 'Data Analysis']",7
TASK-15788,Economic activity successful set most for.,Java,2025-01-09,Medium,"['TASK-08467', 'TASK-08208']",2,TM-246,"['Data Analysis', 'Event Planning']",7
TASK-15789,Responsibility already indeed nearly decision.,Teaching,2025-01-14,Low,"['TASK-07773', 'TASK-15765', 'TASK-07230']",5,TM-034,"['HTML', 'Design', 'Python', 'DevOps']",18
TASK-15790,Scene build hundred traditional travel.,Java,2025-01-03,Medium,"['TASK-04543', 'TASK-00437']",3,TM-471,"['Finance', 'Python']",11
TASK-15791,Hope guess establish I knowledge guess.,HTML,2025-01-10,Medium,"['TASK-00276', 'TASK-13146']",1,TM-149,"['Editing', 'Design']",15
TASK-15792,Its federal they writer seat.,Java,2025-01-19,Medium,[],4,TM-197,"['Python', 'SQL']",6
TASK-15793,Like cause class stock.,SEO,2024-12-26,Medium,"['TASK-03100', 'TASK-14037', 'TASK-15270']",3,TM-318,"['Graphic Design', 'Teaching', 'Design', 'Java']",17
TASK-15794,Under establish education simple right beyond.,Customer Support,2025-01-20,Low,"['TASK-10378', 'TASK-04609']",5,TM-048,"['Marketing', 'Python', 'CSS', 'Java', 'Editing']",3
TASK-15795,Ten agreement do window everyone medical especially bring.,Customer Support,2025-01-21,Medium,"['TASK-05609', 'TASK-09671', 'TASK-07604']",1,TM-144,"['Data Analysis', 'Event Planning', 'HTML', 'Marketing', 'Teaching']",7
TASK-15796,Unit computer security.,Event Planning,2025-01-03,High,"['TASK-12000', 'TASK-06947', 'TASK-13270']",4,TM-316,"['HTML', 'SQL', 'Data Analysis', 'CSS']",4
TASK-15797,Couple draw bring.,Java,2025-01-07,High,['TASK-05253'],1,TM-223,"['Design', 'Editing', 'Graphic Design']",0
TASK-15798,Mother finish pattern section less could.,DevOps,2025-01-03,Low,"['TASK-05161', 'TASK-06244', 'TASK-01104']",2,TM-040,"['Editing', 'Event Planning']",9
TASK-15799,That public officer public sport.,Java,2025-01-05,High,"['TASK-14128', 'TASK-12190']",6,TM-030,"['C++', 'SEO', 'Data Analysis', 'Design']",17
TASK-15800,Item recognize gas.,Java,2025-01-16,Low,"['TASK-10229', 'TASK-01061']",3,TM-012,"['Data Analysis', 'Marketing', 'SQL', 'Graphic Design', 'Finance']",16
TASK-15801,Friend head detail.,C++,2025-01-15,Medium,['TASK-15562'],6,TM-018,"['Graphic Design', 'Event Planning', 'CSS', 'Customer Support', 'Java']",15
TASK-15802,This stop plant glass.,Python,2025-01-15,Low,[],3,TM-198,"['Python', 'Teaching', 'Editing']",19
TASK-15803,Hair seven guy.,Marketing,2025-01-03,Low,"['TASK-00779', 'TASK-13467']",4,TM-236,"['Marketing', 'Teaching', 'Java', 'Python', 'SQL']",10
TASK-15804,Down soldier commercial happen ever concern.,Customer Support,2025-01-14,Low,[],3,TM-014,"['C++', 'Design', 'Event Planning', 'Java']",5
TASK-15805,Respond per almost particular brother company.,Graphic Design,2025-01-10,Low,"['TASK-09991', 'TASK-05588']",1,TM-381,"['Customer Support', 'Java', 'Finance', 'Editing', 'C++']",14
TASK-15806,Politics under production now process factor.,SQL,2025-01-08,Low,['TASK-04390'],3,TM-455,"['Graphic Design', 'Java']",19
TASK-15807,Administration choose maybe board present where individual small.,Python,2025-01-13,Low,['TASK-13904'],6,TM-274,"['SQL', 'Marketing', 'Editing', 'Teaching', 'SEO']",2
TASK-15808,Better every much report prevent few wish.,Data Analysis,2025-01-10,High,"['TASK-13164', 'TASK-04178', 'TASK-04033']",1,TM-005,"['SQL', 'Customer Support', 'Java', 'Event Planning', 'SEO']",7
TASK-15809,Actually person whether executive responsibility.,Finance,2025-01-09,Low,"['TASK-03148', 'TASK-13691']",2,TM-173,"['Data Analysis', 'Graphic Design', 'Python']",12
TASK-15810,Responsibility four consumer trial season of.,Event Planning,2025-01-20,High,[],6,TM-431,"['Teaching', 'HTML', 'C++', 'CSS']",3
TASK-15811,Nothing today purpose religious onto either.,Python,2025-01-06,High,['TASK-04581'],8,TM-447,"['Customer Support', 'Python', 'SEO']",18
TASK-15812,Factor accept camera road.,Java,2025-01-13,Low,[],8,TM-102,"['C++', 'SQL', 'Graphic Design', 'Editing', 'Teaching']",8
TASK-15813,Provide beyond economy.,Design,2025-01-06,Medium,[],8,TM-452,"['Marketing', 'Customer Support', 'Teaching', 'Graphic Design', 'HTML']",7
TASK-15814,Pressure analysis nothing past.,Teaching,2025-01-03,High,['TASK-09548'],5,TM-080,"['Customer Support', 'Python']",13
TASK-15815,Surface despite board early participant treat probably.,Java,2025-01-07,Medium,"['TASK-09455', 'TASK-11071']",3,TM-434,"['DevOps', 'Teaching', 'CSS', 'Event Planning']",1
TASK-15816,Model goal class.,DevOps,2025-01-02,Low,"['TASK-04116', 'TASK-12040']",5,TM-018,"['Finance', 'Data Analysis']",0
TASK-15817,Responsibility nation including cell crime own serious.,Graphic Design,2025-01-08,High,['TASK-03812'],8,TM-240,"['Python', 'C++']",1
TASK-15818,Choice partner by note take.,Data Analysis,2025-01-01,Low,['TASK-02540'],2,TM-163,"['CSS', 'Data Analysis', 'HTML', 'Event Planning', 'C++']",14
TASK-15819,Office accept majority position speak sign address.,DevOps,2024-12-29,Low,"['TASK-00374', 'TASK-14474', 'TASK-07790']",7,TM-310,"['DevOps', 'C++', 'SQL', 'Python', 'Design']",19
TASK-15820,Help stay choose fly.,SEO,2024-12-29,High,"['TASK-02017', 'TASK-00464', 'TASK-04786']",6,TM-440,"['Data Analysis', 'HTML', 'Python']",12
TASK-15821,Task crime follow thing about.,DevOps,2025-01-18,Medium,"['TASK-03624', 'TASK-06304']",7,TM-241,"['Finance', 'Python', 'Event Planning', 'Marketing', 'Java']",14
TASK-15822,Exactly provide after including.,Python,2025-01-10,High,['TASK-12676'],4,TM-308,"['DevOps', 'HTML', 'SEO', 'SQL']",0
TASK-15823,Yourself than protect sell.,Design,2024-12-30,High,"['TASK-00005', 'TASK-08403']",7,TM-072,"['Finance', 'DevOps', 'SEO']",13
TASK-15824,Various affect since action.,Editing,2025-01-02,Medium,"['TASK-04267', 'TASK-03655', 'TASK-12132']",6,TM-380,"['Python', 'Marketing', 'DevOps', 'Editing']",1
TASK-15825,Play project over without.,Editing,2025-01-08,High,[],7,TM-359,"['SEO', 'Data Analysis', 'Design']",8
TASK-15826,Movement account night several.,DevOps,2024-12-30,Medium,['TASK-09709'],3,TM-370,"['Java', 'SQL', 'Finance', 'Teaching', 'Design']",3
TASK-15827,Character training spring argue president network discussion state.,Finance,2025-01-08,High,"['TASK-08513', 'TASK-04264', 'TASK-12586']",3,TM-360,"['Teaching', 'Data Analysis', 'Python', 'HTML']",8
TASK-15828,Whole small popular time.,Finance,2025-01-05,Medium,"['TASK-12837', 'TASK-10601']",2,TM-429,"['HTML', 'Graphic Design', 'SEO', 'Finance']",20
TASK-15829,Pretty son company future property computer economic program.,Python,2025-01-21,Medium,['TASK-08270'],1,TM-314,"['DevOps', 'Java', 'C++']",18
TASK-15830,Win across good blue position interview real.,Editing,2025-01-19,High,['TASK-13113'],1,TM-333,"['Finance', 'SEO', 'HTML', 'Design', 'Event Planning']",0
TASK-15831,Have would decision offer.,Event Planning,2024-12-28,Low,[],7,TM-151,"['DevOps', 'HTML', 'CSS', 'Teaching', 'Java']",5
TASK-15832,Clear hit successful generation.,Data Analysis,2025-01-15,Medium,"['TASK-06543', 'TASK-13184']",1,TM-278,"['Java', 'Editing', 'Finance']",15
TASK-15833,Not ok firm friend society ok care that.,Design,2025-01-11,Medium,[],1,TM-321,"['SEO', 'Design', 'Data Analysis']",7
TASK-15834,Type old sit course.,SQL,2025-01-17,Low,[],1,TM-283,"['Data Analysis', 'SEO']",4
TASK-15835,Staff decision throughout.,Finance,2024-12-29,Low,"['TASK-02574', 'TASK-02418', 'TASK-09018']",6,TM-431,"['DevOps', 'CSS', 'Event Planning']",18
TASK-15836,Mean assume reality role option.,Python,2025-01-01,High,"['TASK-07893', 'TASK-13879']",8,TM-068,"['Editing', 'Customer Support']",11
TASK-15837,Three arm indicate main.,Design,2025-01-04,High,"['TASK-02870', 'TASK-02829']",5,TM-234,"['Editing', 'C++']",19
TASK-15838,Wall huge analysis dog else operation under weight.,Java,2024-12-29,Medium,[],8,TM-203,"['Customer Support', 'Finance', 'Design', 'Graphic Design']",17
TASK-15839,Game PM realize authority.,Customer Support,2024-12-27,High,['TASK-09772'],5,TM-147,"['C++', 'Editing', 'CSS', 'Finance']",5
TASK-15840,Response trial develop across big beautiful north.,Data Analysis,2025-01-04,Low,"['TASK-14959', 'TASK-14978', 'TASK-09579']",5,TM-092,"['Graphic Design', 'Teaching']",3
TASK-15841,Not talk clear bill nor.,Event Planning,2025-01-02,High,[],6,TM-121,"['Python', 'Editing']",13
TASK-15842,Someone usually economic beautiful.,CSS,2024-12-30,Low,['TASK-04743'],2,TM-446,"['HTML', 'Teaching']",6
TASK-15843,Anything yes entire lawyer should.,SQL,2024-12-24,High,[],1,TM-013,"['Event Planning', 'SEO', 'Customer Support']",14
TASK-15844,Response song must activity federal election.,Design,2025-01-21,Medium,"['TASK-07232', 'TASK-01637', 'TASK-07222']",5,TM-053,"['Finance', 'C++', 'SQL', 'Design']",18
TASK-15845,Traditional simply account town despite.,Graphic Design,2024-12-25,Medium,"['TASK-13367', 'TASK-06924']",8,TM-079,"['Event Planning', 'Java']",1
TASK-15846,Top work different.,Data Analysis,2025-01-05,Low,[],6,TM-189,"['SEO', 'Event Planning']",4
TASK-15847,Group thousand station ever method skill baby.,SQL,2025-01-02,High,"['TASK-14512', 'TASK-05980', 'TASK-03828']",1,TM-022,"['DevOps', 'Event Planning', 'Java', 'Finance', 'Marketing']",16
TASK-15848,Benefit everybody deep into realize.,Marketing,2025-01-16,Low,['TASK-13986'],2,TM-219,"['SEO', 'Finance', 'Event Planning', 'SQL']",19
TASK-15849,Happen best chair.,Data Analysis,2025-01-12,Medium,['TASK-08532'],8,TM-472,"['Customer Support', 'CSS']",13
TASK-15850,Local management region mention left.,C++,2024-12-24,High,['TASK-05855'],8,TM-060,"['SEO', 'DevOps']",18
TASK-15851,Let phone beat stage.,Java,2025-01-07,Low,[],1,TM-432,"['HTML', 'Java', 'SQL', 'Event Planning', 'CSS']",7
TASK-15852,Theory able structure subject try.,Finance,2025-01-08,Low,['TASK-01790'],8,TM-095,"['Teaching', 'HTML', 'Java', 'Customer Support', 'Graphic Design']",16
TASK-15853,Marriage site much community.,Event Planning,2025-01-15,Low,"['TASK-10924', 'TASK-09292', 'TASK-08375']",1,TM-345,"['Customer Support', 'SQL', 'DevOps', 'Teaching', 'Python']",4
TASK-15854,Center year mother great coach collection.,Finance,2025-01-06,Low,"['TASK-04747', 'TASK-12109']",5,TM-454,"['SEO', 'Java', 'Marketing', 'HTML', 'Python']",20
TASK-15855,Worry may often often father push without than.,CSS,2025-01-03,Medium,"['TASK-00476', 'TASK-04947']",2,TM-012,"['HTML', 'C++', 'Design', 'DevOps']",11
TASK-15856,Air perform beautiful officer unit occur.,Event Planning,2025-01-10,Low,[],1,TM-249,"['Teaching', 'Data Analysis']",4
TASK-15857,Grow special event thought within.,SQL,2024-12-29,Medium,"['TASK-12732', 'TASK-07713', 'TASK-14905']",7,TM-455,"['SEO', 'Finance', 'Python', 'Editing']",8
TASK-15858,Seat policy see.,Python,2025-01-14,High,"['TASK-15000', 'TASK-00176', 'TASK-08561']",2,TM-050,"['Python', 'Java', 'Marketing']",16
TASK-15859,Trouble government never.,Customer Support,2025-01-02,High,['TASK-08856'],5,TM-224,"['SEO', 'Editing']",1
TASK-15860,Write shoulder move alone.,SEO,2025-01-17,High,[],4,TM-043,"['Java', 'Teaching', 'Finance', 'Event Planning']",18
TASK-15861,Note if star common attention good nor.,Finance,2025-01-01,High,"['TASK-08388', 'TASK-00586', 'TASK-13091']",8,TM-193,"['SQL', 'Graphic Design', 'Teaching', 'Event Planning']",3
TASK-15862,Kind energy letter.,SEO,2025-01-07,Low,[],1,TM-373,"['Data Analysis', 'Marketing', 'CSS', 'SQL']",16
TASK-15863,Another must kitchen way society realize today.,SQL,2024-12-29,Low,"['TASK-12489', 'TASK-10237']",8,TM-245,"['Graphic Design', 'Event Planning', 'CSS']",4
TASK-15864,Teacher hour writer rate meet day share.,Editing,2024-12-25,High,['TASK-08165'],8,TM-050,"['Teaching', 'SEO']",17
TASK-15865,Trial claim surface person class.,SQL,2024-12-24,Medium,['TASK-00716'],6,TM-233,"['DevOps', 'Customer Support', 'C++', 'Editing']",5
TASK-15866,Study wall long decade dream arrive sure.,Teaching,2025-01-10,High,[],4,TM-322,"['Customer Support', 'Design']",18
TASK-15867,Own decide laugh record war.,Design,2025-01-09,High,"['TASK-02698', 'TASK-14872', 'TASK-13815']",4,TM-486,"['Editing', 'Teaching', 'C++']",0
TASK-15868,Walk sometimes whatever phone travel customer experience.,SEO,2025-01-13,Low,"['TASK-05024', 'TASK-06297']",8,TM-060,"['CSS', 'C++']",14
TASK-15869,Trial heavy among maintain participant.,CSS,2025-01-13,Low,['TASK-01263'],2,TM-195,"['Teaching', 'SEO', 'DevOps', 'Marketing', 'SQL']",9
TASK-15870,Maybe yes every.,C++,2024-12-29,Medium,['TASK-09775'],4,TM-255,"['Teaching', 'Python']",19
TASK-15871,Real truth much money model high entire.,C++,2025-01-03,Medium,"['TASK-07878', 'TASK-02774', 'TASK-05822']",3,TM-044,"['Graphic Design', 'Python', 'SQL', 'Data Analysis']",18
TASK-15872,Money often she glass.,Finance,2024-12-24,Medium,"['TASK-11910', 'TASK-05429', 'TASK-03340']",4,TM-361,"['SEO', 'SQL', 'DevOps']",0
TASK-15873,Any nearly never husband free myself gun.,Marketing,2025-01-18,High,"['TASK-11051', 'TASK-06603', 'TASK-04290']",3,TM-375,"['Graphic Design', 'Python', 'Marketing', 'C++', 'Data Analysis']",0
TASK-15874,Republican ok serve knowledge back election.,Design,2025-01-11,High,"['TASK-02335', 'TASK-15856']",6,TM-450,"['HTML', 'Graphic Design']",4
TASK-15875,Picture stock notice win rest wish.,Editing,2025-01-13,High,"['TASK-09509', 'TASK-14375']",1,TM-160,"['Design', 'Python', 'Graphic Design', 'Finance', 'Java']",0
TASK-15876,Pretty south physical a free article hour.,Event Planning,2024-12-24,Low,[],7,TM-337,"['C++', 'Graphic Design']",0
TASK-15877,No career share store.,Python,2025-01-02,Low,"['TASK-05803', 'TASK-06868']",1,TM-493,"['CSS', 'Editing', 'Marketing', 'SEO', 'DevOps']",12
TASK-15878,Month head home.,Teaching,2025-01-16,Medium,"['TASK-15451', 'TASK-14470']",3,TM-170,"['CSS', 'DevOps', 'HTML', 'Editing', 'Python']",0
TASK-15879,Middle behavior when.,Python,2024-12-27,High,"['TASK-04140', 'TASK-09692']",2,TM-321,"['HTML', 'DevOps']",17
TASK-15880,Government under environment.,Teaching,2025-01-19,Medium,['TASK-02927'],5,TM-495,"['HTML', 'Event Planning', 'Java']",16
TASK-15881,Despite reduce into education especially law our.,Event Planning,2025-01-08,Low,[],5,TM-408,"['Python', 'Editing', 'SEO']",14
TASK-15882,Finish where if run.,DevOps,2024-12-26,High,['TASK-04415'],4,TM-323,"['Design', 'C++', 'Python']",9
TASK-15883,Happy response contain food pass entire specific.,Java,2025-01-14,Medium,"['TASK-08045', 'TASK-05513']",8,TM-447,"['DevOps', 'CSS']",8
TASK-15884,Be next who voice perhaps begin public.,Graphic Design,2025-01-10,Low,"['TASK-02853', 'TASK-08397', 'TASK-07631']",2,TM-265,"['Design', 'Customer Support', 'Graphic Design', 'C++', 'Editing']",3
TASK-15885,Whole level of property collection perform ability reach.,Python,2025-01-17,Medium,['TASK-15294'],4,TM-087,"['Python', 'C++', 'SEO', 'SQL']",17
TASK-15886,Tv science pay staff life in.,Python,2025-01-22,Medium,"['TASK-04360', 'TASK-00107', 'TASK-14545']",8,TM-148,"['SEO', 'CSS', 'HTML', 'Event Planning']",1
TASK-15887,Blood respond pick follow.,Event Planning,2025-01-06,Medium,[],5,TM-454,"['Python', 'Customer Support', 'Marketing', 'SEO']",16
TASK-15888,Investment public more hour.,Editing,2025-01-05,High,"['TASK-06696', 'TASK-07504']",3,TM-134,"['Python', 'SEO', 'Java', 'Data Analysis', 'Teaching']",3
TASK-15889,Human ground cold.,SQL,2025-01-17,Low,"['TASK-14663', 'TASK-14923', 'TASK-15522']",5,TM-208,"['SQL', 'Editing', 'SEO', 'Graphic Design']",16
TASK-15890,Carry we whom lawyer property even short.,Finance,2025-01-09,Low,"['TASK-11788', 'TASK-00849']",2,TM-240,"['Editing', 'CSS', 'Python']",12
TASK-15891,Move interesting begin go support.,Java,2024-12-24,Low,['TASK-11829'],7,TM-228,"['Marketing', 'Event Planning', 'Finance']",1
TASK-15892,Energy cause beautiful election.,Teaching,2025-01-11,Medium,[],6,TM-035,"['Teaching', 'Design', 'DevOps']",11
TASK-15893,Near daughter place parent important.,Marketing,2025-01-15,High,['TASK-10861'],5,TM-426,"['Data Analysis', 'CSS', 'SEO']",10
TASK-15894,Station notice people may clearly.,Marketing,2025-01-20,High,"['TASK-10634', 'TASK-07805', 'TASK-05963']",1,TM-290,"['SQL', 'DevOps', 'Python']",14
TASK-15895,Travel democratic project yourself television finish four commercial.,Java,2025-01-03,High,"['TASK-00319', 'TASK-03100', 'TASK-00752']",6,TM-284,"['HTML', 'Design']",6
